timestamp,victim_id,peek_count,tokens_extracted,correct_tokens,accuracy,extracted_tokens,match_status,total_execution_time,peek_one_token_times,attack_request_times,reconstructed_preview,victim_prompt_preview,known_prefix_preview
2025-12-18 11:08:04,TEST,3,3,0,0.0000,"["" can"", "" best"", "" best""]",NO_MATCH,138.77,"[""45.82"", ""46.98"", ""45.97""]","[""37.97"", ""39.09"", ""39.61""]",I want you to act like {character} from {series}. I want you to respond and answer like {character} ,I want you to act like {character} from {series}. I want you to respond and answer like {character} ,I want you to act like {character} from {series}. I want you to respond and answer like {character} 
2025-12-18 11:10:18,TEST,3,3,0,0.0000,"["" into"", "" take"", "" note""]",NO_MATCH,121.00,"[""41.76"", ""37.50"", ""41.74""]","[""33.25"", ""33.23"", ""35.31""]",I want you to act as an advertiser. You will create a campaign to promote a product or service of yo,I want you to act as an advertiser. You will create a campaign to promote a product or service of yo,I want you to act as an advertiser. You will create a campaign to promote a product or service of yo
2025-12-18 11:12:41,TEST,3,3,0,0.0000,"["" You"", "" start"", "" from""]",NO_MATCH,130.86,"[""44.58"", ""41.50"", ""44.79""]","[""34.65"", ""36.47"", ""36.28""]","I want you to act as a storyteller. You will come up with entertaining stories that are engaging, im","I want you to act as a storyteller. You will come up with entertaining stories that are engaging, im","I want you to act as a storyteller. You will come up with entertaining stories that are engaging, im"
2025-12-18 11:15:06,TEST,3,3,0,0.0000,"["","", "" then"", "" soon""]",NO_MATCH,132.83,"[""39.00"", ""49.08"", ""44.75""]","[""31.53"", ""40.51"", ""41.23""]",I want you to act as a football commentator. I will give you descriptions of football matches in pro,I want you to act as a football commentator. I will give you descriptions of football matches in pro,I want you to act as a football commentator. I will give you descriptions of football matches in pro
2025-12-18 11:17:32,TEST,3,3,0,0.0000,"["" keywords"", "" only"", ""….""]",NO_MATCH,134.88,"[""51.93"", ""42.65"", ""40.30""]","[""41.79"", ""36.36"", ""36.26""]",I want you to act as a stand-up comedian. I will provide you with some topics related to current eve,I want you to act as a stand-up comedian. I will provide you with some topics related to current eve,I want you to act as a stand-up comedian. I will provide you with some topics related to current eve
2025-12-18 11:20:08,TEST,3,3,1,0.3333,"["" goals"", "" over"", "" two""]",NO_MATCH,141.78,"[""46.72"", ""46.29"", ""48.77""]","[""39.79"", ""39.11"", ""41.90""]",I want you to act as a motivational coach. I will provide you with some information about someone's ,I want you to act as a motivational coach. I will provide you with some information about someone's ,I want you to act as a motivational coach. I will provide you with some information about someone's 
2025-12-18 11:22:33,TEST,3,3,1,0.3333,"["" or"", "" percussion"", "" tracks""]",NO_MATCH,131.78,"[""45.05"", ""40.93"", ""45.80""]","[""37.05"", ""37.48"", ""38.21""]",I want you to act as a composer. I will provide the lyrics to a song and you will create music for i,I want you to act as a composer. I will provide the lyrics to a song and you will create music for i,I want you to act as a composer. I will provide the lyrics to a song and you will create music for i
2025-12-18 11:25:00,TEST,3,3,0,0.0000,"["" other"", "" participants"", "" &""]",NO_MATCH,134.84,"[""47.32"", ""42.33"", ""45.19""]","[""40.27"", ""38.87"", ""39.41""]",I want you to act as a debater. I will provide you with some topics related to current events and yo,I want you to act as a debater. I will provide you with some topics related to current events and yo,I want you to act as a debater. I will provide you with some topics related to current events and yo
2025-12-18 11:27:39,TEST,3,3,0,0.0000,"[""--"", ""from"", "" a""]",NO_MATCH,142.39,"[""46.36"", ""46.21"", ""49.83""]","[""40.76"", ""38.58"", ""42.67""]",I want you to act as a debate coach. I will provide you with a team of debaters and the motion for t,I want you to act as a debate coach. I will provide you with a team of debaters and the motion for t,I want you to act as a debate coach. I will provide you with a team of debaters and the motion for t
2025-12-18 11:30:16,TEST,3,3,2,0.6667,"["" between"", "" "", ""12""]",NO_MATCH,142.56,"[""49.02"", ""51.69"", ""41.85""]","[""39.06"", ""40.14"", ""36.18""]",I want you to act as a screenwriter. You will develop an engaging and creative script for either a f,I want you to act as a screenwriter. You will develop an engaging and creative script for either a f,I want you to act as a screenwriter. You will develop an engaging and creative script for either a f
